id,text
"11","11. You will be using QA and QC for ensuring the quality of the final deliverables. What’s the difference between them?\nKeeping the quality of project deliverables in check is highly important which is done using Quality Assurance (QA. and Quality Control (QC.. \n\nQA involves the principles and processes to do the project work and sticking to these processes ensures the final deliverables will meet the expectations of the project. QA is done through seamless execution and development.\n\nQC includes analyzing the final deliverables based on the laid down guidelines and leveraging inspection to check whether the outcomes meet the expected standards."
"12","12. What kind of bid documents can be used for procurement management? And, what kind of contract types will you use for engaging with contractors and suppliers?\nThe crucial types of bid documents that can be used for procurement management are:\n\nProcurement Statement of Work (SOW)\nRequest for Information (RFI)\nInvitation for Bid (IFB)\nRequest for proposal (RFP)\nInvitation for Quote (IFQ)\nPurchase Order (PO)\nThere are three types of contracts used for engaging with contractors and suppliers:\n\nFixed-Price Contract\nCost Reimbursable Contract\nTime and Materials Contract"
"13","13. How do you plan to tackle project execution?\nEffectively handling project execution requires the PM to act as a leader and work in collaboration with project stakeholders, sponsors, and peers by demonstrating excellent communication and interpersonal skills."
"14","14. How does organizational structure influence resource acquisition? And, how can you acquire the necessary resources?\nResource acquisition ideally happens first from internal sources and then from external resources. If the organization is functional or matrix it will happen internally as the resources will be by default a part of other groups. For a project manager, this can become daunting. \n\nIf it is a strong-matrix organization the PM will have more say in resource allocation. In the case of a weak-matrix organization, the same won’t be the case. However, in project-based organizations, most of the resources are hired from outside so the PM has a lot of authority in selecting them.\n\n\nManpower and physical resources are acquired from within the organizations, common resource pools, or various functional groups. A PM should be involved in proactive negotiations and work closely with the procurement departments for hiring these resources from within the organization or outside agencies."
"15","15. What kind of motivation theories and formal techniques do you plan to use to keep the team motivated?\nOne of the core responsibilities of a project manager is to ensure that the entire team is constantly motivated. For the project success, motivational theories include:\n\nMcGregor’s Theory\nVroom’s Expectancy Theory\nMcClelland’s Theory\nHertzberg’s Theory\nMaslow’s Theory\nThe role of the PM is to understand the fundamentals of these theories and leverage them. Satisfying the needs of team members, offering them a challenging environment to function, and rewarding them timely keeps the team motivated."
"16","16. Are you aware of conflict management techniques that can be applied for managing conflicts between stakeholders and team members?\nConflicts in a project are a result of disagreements between stakeholders and team members. They are common and the PM must tactfully intervene and resolve them to create an environment of trust and respect. \n\nConflict management techniques for a project manager include: \n\nProblem-solving/collaborating or confronting which is the best method to fix disputes\nCompeting/Forcing\nAccommodating\nAvoiding/Withdrawing\nReconciling/Compromising\nConflict Management Techniques"
"17","17. What would be your leadership style when it comes to leading the team during execution?\nA project manager’s role involves being a leader. The responsibility of the planning, procurement, and execution of the project necessitates guiding the team members, showing them the right direction, and motivating them. Leadership helps in project management to develop team spirit and support the team in case of adversity.  \n\nThere are different leadership styles for a project manager are:\n\nDemocratic\nAutocratic\nLiaises Faire"
"18","18. How will you manage underperforming team members?\nA PM must keep a close observation of the performance of every team member to get a thorough idea of what is going on in the team. \n\nWays in which a PM should try to deal with an underperforming team member are:\n\nHave a direct and informal conversation and take an empathetic approach to understand the underlying cause. \nOffer meaningful help, encouragement, and training to motivate the underperforming team member.\nAnalyze if there is a possibility to change the role of that particular team member within the same project after assessing their capabilities.\nObserve if the underperforming resource can be changed with a capable one.\nUltimately, the project manager should strike a balance between the project success and supporting the underperforming team member to raise the bar of their performance."
"19","19. How do you prevent Gold Plating?\nGold plating is one of the most common phenomena perceived during project execution. The underlying notion is that customers will feel happy as the development team is delivering more than what is expected. \n\nCauses of Gold Plating in Project Management\n\nSource: scholars99.com\n\nHowever, a PM should be completely aware of the idea, the tendency of the team and try to avoid gold plating with the help of the following guidelines:\n\nKeep communication lines open with the entire team so the PM is aware of what’s going on.\nNever encourage the team members to add any extra features or functions to the product without seeking approval from the client."
"20","20. How will you execute a project with new change requests coming in?\nChange requests are also referred to as “CR” are quite common in any project baseline. This involves tweaking any aspect of the project plan such as the timeline, resources, technology, scope, and requirements. These requests can be raised from the client or any other stakeholder, even the team members or the PM.\n\nProject Change Order Request\n\nThere are many reasons why CR comes in a project such as:\n\nA change from the stakeholder’s end when they want a new feature or technology to be added or some changes in the aspects like the budget and timelines.\nRegulatory changes that require the project needs to comply leads to changes in the planned project strategy.\nIn the middle of a project, the team members might feel that they need to take corrective measures to resolve an issue.\nThe key steps included while implementing change management are as follows:\n\nPerforming a comprehensive impact analysis of the CR on different aspects of the project.\nDiscussion with relevant stakeholders such as customers or sponsors. Letting all the stakeholders know about the insights from the impact analysis of a CR and seeking their approval after understanding the points.\nAfter the approval from the stakeholders, the PM should prepare an updated project plan and get it confirmed with the sponsors.\nOnce the sponsor approves the updated project plan the PM should start implementing the change in the ongoing project.\nMaintain a history of all the changes happening in the project after implementing the CR.\nThe challenges in handling CR are:\n\nLack of a formal change management plan.\nStakeholders informally raise CR.\nHandling frequent CR is quite challenging.\nThe inability of the PM or the team to deny a change request.\nA constant conflict between the team and stakeholders regarding the relevance of change requests.\nHandling change requests is one of the most common responsibilities of a PM that require dealing in a formal and disciplined manner."
"21","21. What’s the difference between project monitoring and controlling? (Mention how controlling and monitoring should be done, should this be planned as part of the project management plan..\nMonitoring includes determining differences between real project performances against the project baseline. Controlling comprises detecting repair for handling the variances and suggesting corrective measures.\n\nBoth project monitoring and controlling assist in keeping projects on track and are done from the beginning to the end of the project. These processes need to be planned as a part of the project management plan for the seamless functioning of the project lifecycle.\n\nYou may also like: The PMP Update, 2021 - Everything You Need to Know"
"22","22. What do you know about performance reports? (Mention what are the performance reports prepared by the team, the difference between the progress report and status report..\nPerformance reports are created to demonstrate the status of the project and its actual performance in comparison to the established baselines. While monitoring and controlling the project the team prepares different performance reports such as:\n\nProgress report\nStatus report\nForecast report\nA progress report highlights the work completed in the project so far but a status report is focused on the discrepancies in the project performance to date."
"23","23. How will you implement Earned Value Management? What are EVM and its use?\nEVM is a project management methodology for computing the schedule and cost differences with the help of schedule and cost performance index. It helps in creating new performance and cost predictions in a project.\n\nEssential Elements of EVM\n\nSource: projectmanager.com \n\nEVM is a pragmatic technique for determining the discrepancies and performance of a project numerically to help the team in making forecasts and planning relevant preventive measures for handling the variances.\n\nA PM should know how to implement EVM by maintaining a project schedule listing all the project tasks along with their start/end dates and budget. This schedule will act as a reference point to measure the project progress."
"24","24. What do you know about fast-tracking and crashing techniques?\nFast-tracking and crashing techniques are leveraged to shorten the project duration while keeping the project scope intact. They are applied in case there is a discrepancy noticed.\n\n\nCrashing may add extra cost to the project by adding resources but fast-tracking can add additional risk as the tasks are performed in parallel."
"25","25. What are the activities that you plan to perform during the closing of a project? \nThe closing phase is quite crucial and is the introspection span for the team by consolidating all the lessons learned. \n\nThe activities that help in making the process hassle-free are:\n\nExamining and ensuring all the project criteria have been fulfilled.\nConsolidating and handing over the final deliverables to stakeholders.\nSubmitting all the documents such as manuals, SOPs, and so on to the customer and taking a formal signing-off.\nCreating the final project report highlighting the key points and consolidating lessons learned for future reference.\nConcluding all the financial dealings with vendors and suppliers.\nRewarding project contributors.\nConducting appraisal performance for team members and provide feedback.\nFreeing up all the resources and equipment.\nCelebrating\nClose Project or Phase: Inputs, Tools & Techniques, and Outputs\n\nPrecise project closing gives an orderly end to the project and helps in moving on to the next step seamlessly."
"26","26. How do you differentiate between trend analysis and variance analysis?\nVariance analysis is done regularly and is a method for computing the variance between the actual performance and the planned numbers that's the project baseline. It helps in tracking discrepancies so preventive measures can be taken before any risk arises.\n\nTrend analysis determines if any patterns or variances are cropping up during the project and understanding the cause to design corrective measures. Trend analysis is done regularly but not as frequent as variance analysis."
"27","27. What’s the difference between corrective and preventive actions? \nCorrective action is taken to remove the cause of an existing defect. For instance, a corrective measure in a case when a project is lagging behind the schedule is to accelerate the remaining work to compensate for the delay.\n\nPreventing action is taken to eliminate the occurrence of potential variance. Let’s take the same case of a project lagging behind the schedule. The team figured out that it happened due to a lack of effective management. The preventive action is to provide clear guidance to the team for avoiding any such events in the future."
"28","28. Tell us about yourself\nMost project management job interviews start with this question. ‘Be relevant’ is the mantra to do well in this question. Give a brief introduction of your background and educational qualifications. If you are an experienced manager, emphasize the projects that you have done that are relevant to the job you applied for. If you are a fresh graduate, you can tell them about any college projects that you have done. Treat this question as an opportunity for self-promotion to show the employer why you are fit for the job."
"29","29. What, according to you, is an important skill for a project manager to succeed?\nWell, if you are a project manager you might already be thinking that there can’t be one skill that is enough to be successful. And, you are right. Your answer could be leadership skills, communication skills, or time management skills. What the interviewer is looking for is the justification for the answer.  So, before you blurt out anything, have your reasons ready."
"30","30. How do you begin a newly assigned project?\nThrough this question, the interviewer is essentially trying to check your clarity of thought. He/she wants you to describe the important first steps you need to take to ensure the success of a project. A good manager would try to understand ‘what’ of the project before ‘how’. What it means is your first try to understand what is the objective or purpose of the project before diving into how to achieve the goals of the project. Hence, anything on the above lines would get you some brownie points."
"31","31. Where do you see yourself in five years’ time?\nThis is a top project manager interview question. The answer shows whether you have realistic expectations from the job you are applying for. It helps the interviewer check if your personal goals align with that of the company. \nIf you are applying for an entry-level position, it might be too ambitious to say ‘I want to be the CEO of this company’. It helps to research the employment growth in the company and estimate where you could reach with your best performance in the next 5 years. On the other hand, if you are applying for a senior position, you can talk about how you wish to take the company forward and what your contribution towards that would be."
"32","32. How important is it for a project manager to be ‘proactive’?\nBy very nature, projects are unpredictable. Hence, it is essential that a manager anticipates problems that can occur and plans ahead. Your answer then has to reflect the importance you attach to proactive project management. Show the interviewer that you can handle risks and rise to the challenges that can occur during the course of the project."
"33","33. Can you describe some of the projects that you handled in your previous job?\nThey don’t want the entire list. Pick some examples based on the following criteria:\n\nHow recently have you worked on it? (Don’t talk about a project that happened years ago.\n\nHas it been successful? (Don’t talk about the one in which failed. For obvious reasons, it doesn’t help.\n\nIs it relevant to the job you are applying for?\n\nThe whole point of this question is to test your approach and your work ethic. So, make sure that the answer reflects those. Most people get carried away by this question and rattle off a lot of details. Please be concise and give only relevant details."
"34","34. What are the knowledge areas relevant to doing a project?\nThis is a kind of question for which you need to have the answer ready. PMBOK guide describes 10 knowledge areas. Read about them in detail and try to paraphrase in your own words."
"35","35. Describe all the steps involved from the time of project initiation to project completion.\nThe best answer to this question would be scenario-based. Sometimes, the interviewers themselves give a hypothetical project and ask you how you would handle it. \nFor each stage phase the project follows, briefly mention the following:\nThe main objective of that phase\nThe key people involved\nYour role in each of those phases"
"36","36. What qualities are required to be an effective project manager?\nThis question is different from the one in which you are asked to name only one skill. Apart from technical skills, mention leadership skills, time management skills, decision-making skills, prioritization skills, risk management skills, etc. The follow-up question can be about how a certain skill helps. So, do prepare a justification for each of the skills you talked about."
"37","37. Did your colleagues or your manager ever challenge your decisions?\nMany people think that it’s better to say ‘no’ to this question and move on to the next. But, disagreements in projects are quite common. So, it is extremely unlikely nobody disagreed with your decisions (Especially, if you are a senior project manager.. So, it’s better to say yes and go on to describe how you handled the situation. Show that you are a person who can take feedback constructively and can take everybody along with you in a collaborative manner."
"38","38. How do you ensure your team stays on track to meet project deadlines?\nA sample answer can be ‘I clearly communicate what the expectations are before the team starts to work on the task. I regularly take updates on the progress and if there is a lag anywhere I make myself approachable for the team members to discuss their problems. Also, I appreciate and give feedback once the project is completed to keep them motivated’"
"39","39. Do you know anything about the Pareto principle/analysis?\nThis is again a knowledge-based question. The Pareto principle states that 80% of the results come from 20% of the actions. This is a statistical analysis that is used by project managers to prioritize work. If you have enough experience as a project manager, most likely you have used this principle or at least a variation of it.  Apart from explaining what it is, talk about how you used it in your previous job (if you did."
"40","40. Do you think integrity is an essential quality of a project manager?\nOf course, you have to say ‘yes’. Go on to describe why it is so. Any company wants an employee who shares the values and principles of the company. If you are in a responsible position such as a project manager, you are expected to show the way for others to follow. Earning the respect of your team members and the trust of your bosses can only happen when you are ethically upright."
"41","41. If the customer is not happy with the result and does not accept the product. What would you as a project manager do?\nKeeping customers happy is important for companies. Hence, your answer should showcase that you value customers as well. You can start by explaining that during the course of the project you regularly interact with the customers so that they are on the same page as the project team. Despite this, if the customers are unhappy with the result, say that you will try to clearly understand what modifications they want and try to incorporate them. In case the changes cannot be made, you will try to convince and explain to the customer that the project fits in with the agreed scope."
"42","42. How should a project manager communicate a failure to his team?\nA good project manager is optimistic. The way you handle failure reflects the true leader in you. If your team worked on a project and it ultimately failed, they are bound to be unhappy. But as a manager, it is your duty to ensure that failures don’t affect the morale of the team. You can tell the interviewer that instead of blaming a particular person or a group, you make it a collective responsibility. Also, mention that you communicate with the team members to learn from the mistakes they made in this project and not repeat them in the future."
"43","43. What was the biggest challenge that you faced while working on a project?\n‘I didn’t have the right team’. ‘I don’t deal well with changes’. ‘My boss wasn’t very supportive’. These would be bad answers to give your future employer. As a project manager, you are expected to manage people and handle risks. So, don’t tell your interviewer that you fall short in those two areas. Give an example of a situation in which the challenge was due to external factors. It can be about when the project was abruptly shelved or when the funding for it has been stopped. Don’t forget to mention how you handled the situation and what you learned from it."
"44","44. What kinds of projects interest you the most? Why?\nThe one word that you need to focus on for this pm interview question is ‘relevance’. Do your research about the company and the role you are applying for. Your answer to this should be about the kind of projects that the company can offer."
"45","45. What are the different kinds of project management tools you worked with?\nWhen the interviewer asks this question, it is to know whether you can use Lean, Kanban, Agile, etc. If the company uses particular project management software, read up on it. Further, do mention how your knowledge of a specific project management tool can help their company."
"46","46. What kind of people do you find it difficult to work with?\nThis is a potential trap. ‘I get along with everyone’. Say this and you will open a floodgate of questions. Focus on why you are being asked this question. They want to check your people management skills. You can talk about how you are strictly professional and do not let your emotions get the better of you while working with people. Bring out your maturity, emotional quotient while answering this question."
"47","47. Are there any projects that you do not want to work on?\nIf you say you are fine with any project, it might imply that you do not know yourself enough to answer this question. Instead, it is better, to be honest, and communicate your preferences. But, if you are applying for a software project manager position and say you hate software development, a slight chance you will get the job. So, be a little smart."
"48","48. How do you keep your team members motivated?\nOne of the important roles of a leader is to keep the morale of the team members high. Show the interviewer that you are a team player and work collaboratively. Tell the interviewer that you would like your team members to look up to you for advice. Also, they should feel free to share their ideas and suggestions with you. Instead of imposing decisions, you allow the team members to contribute and make it a collective effort."
"49","49. How do you monitor and review the delegated responsibilities?\nThis is an extension of the question of how you ensure that your team members meet deadlines. Talk about clearly defining the responsibilities, arranging regular meetings, empowering the team members to approach if there are any concerns, and constant updates on the progress of the work."
"50","50. What motivates you to give your best to your projects?\nThe answer varies from person to person. But responses can be ‘I like to be out of my comfort zone and hence love challenging projects’. ‘Projects which help me learn and evolve, pushing my potential’. ‘I am attracted to success and achievement. The thought of reaching the project goals within the stipulated time motivates me’. Think about the answer that you want beforehand so as to justify your statements with real-life examples."
"51","51. How do you deal with changes to your project?\nChanges and modifications are a part and parcel of most projects. An employer wants a project manager who is flexible and adaptable to changes. The best answer can be about how you actually put in place a change management process even before the changes occur. At the same time, showcase that you are not a person shy to say ‘no’ when you feel that a certain change is not suitable for the project."
"52","52. How good are your communication skills?\nProject managers need to have good communication skills. So, don’t be too honest and say that communication skills are your weakest area. The answer has to either ‘good’ or ‘excellent’. But, don’t sound overconfident while saying so. If they ask for examples, be ready with two or three examples in different settings to justify your point."
"53","53. What is your work style?\nIt is another question to check if you fit in with the company’s culture. It also indicates whether you are self-aware to communicate your work style. Though it sounds vague, this question provides an opportunity to show how you can be an asset to the company. You could talk about your emphasis on speed and efficiency, how you like to work collaboratively, your way of communication, etc. Further, you can mention how you organize your day and how many hours you work."
"54","54. How do you improve your knowledge regarding project management?\nCompanies want their employees to be fully invested in the jobs that they are applying for. There are many software tools coming up and many processes being invented regularly in the project management landscape. Hence, project managers need to continually upgrade their skills to be relevant. Basically, tell your interviewer about what you are doing to grow in your field. It could be certification courses you are taking or workshops/courses you are attending. Also, you can talk about your interactions with project managers and people in the field to stay up-to-date with the latest."
"55","55. Why do you want to work with this company?\nYou need to go prepared for this interview question. If their working style suits yours, you can discuss it. If the job you are applying for is the next logical step for your current job, tell them that. Or, even something like you being attracted to their work culture or vision, can be a good response. Better yet, you can say how the job and the company align with your personal growth. This shows that you are looking for a long-term collaboration with the company."
"56","56. Did you face any problems with your co-workers in your previous company?\nYou might or you might not have faced issues with your former colleagues. But, if you mention that you did, don’t be too negative. You can discuss the problem. However, put your emphasis on what you did to resolve the problem. Give it a happy ending. You can also talk about what has been the learning and how you would handle a similar kind of people in the future. It shows your leadership skills."
"57","57. Do you have any questions?\nMost of the applicants will say ‘no’ to this answer. But, by asking questions you can stand out from the crowd. It also shows your interest in the company. Your questions can indicate that you want to know a little more about the job you applied for. Or, you can ask them some questions about the organization itself.\n\nA project management interview need not be dreaded. The above sample project management interview questions and answers should help you face the interviewer confidently. However, there can’t be a single right answer for any of the questions. Use the answers as guiding tools but make sure you take into consideration your own experiences, background, strengths, and weaknesses while answering the PM interview questions. Good luck with your job hunt."
